specialty,hcpcs_desc,total_services,avg_medicare_payment,unique_providers
Family Practice,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, cdc or non-cdc, making use of high throughput technologies, completed within",4017.0,24.635253678025645,117
Diagnostic Radiology,"X-ray of middle spine, 2 views",32090.0,13.74282114188248,1244
Family Practice,"Injection, dexamethasone sodium phosphate, 1 mg",246664.0,0.08380478582281797,802
Diagnostic Radiology,Ct scan of leg with contrast material,4725.0,46.06593026183426,179
Internal Medicine,"Complex chronic care management services for two or more chronic conditions, first 60 minutes of clinical staff time directed by health care professional, per calendar month",59247.0,99.10938862200003,252
Rheumatology,Administration of influenza virus vaccine,6773.0,30.196080286962363,186
Diagnostic Radiology,"X-ray of abdomen, 1 view",498256.0,9.006069537874,6242
Medical Oncology,"Infusion into a vein for therapy, prevention, or diagnosis concurrent with another infusion",7046.0,16.398992452292035,113
Diagnostic Radiology,Ct scan of upper spine without contrast,421236.0,41.437590608709435,5036
Clinical Laboratory,Blood potassium level,77246.0,4.673033103853424,146
Internal Medicine,"Influenza vaccine split virus, preservative free",291667.0,67.37931683542267,4549
Rheumatology,"New patient office or other outpatient visit, 45-59 minutes",77518.0,123.6168818850824,1217
Hematology-Oncology,"Thyroxine (thyroid chemical), free",11805.0,8.913985691212195,123
Hematology-Oncology,"Injection, magnesium sulfate, per 500 mg",49265.4,0.5650766406136646,161
Internal Medicine,Amplifed dna or rna probe detection of severe acute respiratory syndrome coronavirus 2 (covid-19) antigen,37152.0,50.48426512112965,509
Family Practice,"Blood test, clotting time",52324.0,4.225283068309866,456
Diagnostic Radiology,"X-ray of both hips, 2 views",15706.0,15.219433903902974,558
Clinical Laboratory,"Creatine kinase (cardiac enzyme) level, total",386729.0,6.420332052978919,185
Medical Oncology,"Established patient office or other outpatient visit, 10-19 minutes",6931.0,37.789205408037034,106
Family Practice,Detection test by multiplex amplified probe technique for severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (covid-19) and influenza virus types a and b,5385.0,138.83683513558157,141
Hematology-Oncology,Office or other outpatient visit for the evaluation and management of established patient that may not require presence of healthcare professional,36395.0,17.71153700527903,348
Internal Medicine,"Established patient custodial care facility, group care, or assisted living visit, typically 40 minutes",147350.0,100.82182759879714,558
Internal Medicine,"Established patient home visit, typically 1 hour",43815.0,138.20063768272766,224
Clinical Laboratory,Special stained specimen slides to identify organisms including interpretation and report,195120.0,75.28072017362565,180
Physical Therapist in Private Practice,"Therapy procedure using water pool to exercises, each 15 minutes",558435.0,22.991149468686697,699
Clinical Laboratory,"Blood test, thyroid stimulating hormone (tsh)",4134704.0,16.534473164129388,262
Diagnostic Radiology,"X-ray of both hips, 3-4 views",21663.0,22.820626797230172,725
Diagnostic Radiology,Fluoroscopic guidance for insertion or removal of central vein access device,33141.0,18.19196909442548,897
Diagnostic Radiology,Ultrasound scan of abdominal aorta,15781.0,63.450261122479255,655
Family Practice,"Influenza vaccine, quadrivalent, preservative free, 0.5 ml dosage",34711.0,20.801315193317787,1026
Internal Medicine,Cyanocobalamin (vitamin b-12) level,147506.0,14.860524533892347,966
Family Practice,Prolonged office or other outpatient evaluation and management service(s) beyond the maximum required time of the primary procedure which has been selected using total time on the date of the primary service; each additional 15 minutes by the physician or,12308.0,25.618215422470595,119
Hematology-Oncology,"Red blood count, manual test",13933.0,4.266396616053278,122
Diagnostic Radiology,"X-ray of shoulder, minimum of 2 views",382316.0,10.619429120285318,5484
Diagnostic Radiology,"X-ray of hand, minimum of 3 views",194265.0,10.969574292431165,4016
Diagnostic Radiology,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",25422742.5,0.09077399601708333,2640
Hematology-Oncology,"Injection, fosaprepitant, 1 mg",3235077.0,0.13521768218396502,343
Rheumatology,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",3796376.0,34.34543592442271,317
Rheumatology,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",21266093.0,4.482881053877813,320
Family Practice,"New patient office or other outpatient visit, 30-44 minutes",158152.0,74.34495857285904,3647
Internal Medicine,Screening mammography,6217.0,118.82872339474483,145
Internal Medicine,Fee covid-19 vac 14 res,31443.0,40.8674481105992,519
Medical Oncology,Cyanocobalamin (vitamin b-12) level,15515.0,14.879625591599996,125
Internal Medicine,Natriuretic peptide (heart and blood vessel protein) level,12748.0,38.692292454976005,125
Family Practice,"Follow-up hospital inpatient care per day, typically 35 minutes",506869.0,82.36903402379255,2025
Clinical Laboratory,Syphilis detection test,92993.0,4.216334339607619,105
Internal Medicine,"Established patient home visit, typically 25 minutes",25606.0,62.04572250443203,206
Family Practice,"X-ray of ankle, minimum of 3 views",2303.0,24.388800800099997,108
Diagnostic Radiology,Mri scan of middle spinal canal without contrast,51607.0,83.33766257424452,1675
Hematology-Oncology,"Injection, palonosetron hcl, 25 mcg",763241.0,0.8077226433626972,697
Diagnostic Radiology,Ct scan of heart structure with contrast,6495.0,85.4780450044108,176
Medical Oncology,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",49422.0,53.44785619482808,349
Diagnostic Radiology,Mri scan of leg before and after contrast,7712.0,131.15269404746877,352
Internal Medicine,Complete ultrasound scan behind abdominal cavity,10463.0,81.14994975500981,204
Internal Medicine,"Chronic care management services for two or more chronic conditions, first 30 minutes provided personally by health care professional, per calendar month",32355.0,68.28930528323022,138
Family Practice,"Influenza vaccine split virus, preservative free",309838.0,67.25526006692397,5887
Family Practice,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",107675.0,43.98860548277526,396
Diagnostic Radiology,Ct scan of blood vessels of neck with contrast,182830.0,71.52599061399091,3564
Rheumatology,"Injection, infliximab, excludes biosimilar, 10 mg",1197422.4,27.876336526524,250
Clinical Laboratory,"Gonadotropin, luteinizing (reproductive hormone) level",54410.0,18.259479623539214,102
Diagnostic Radiology,"Core needle biopsy of lung or center cavity of chest (mediastinum), accessed through skin",7250.0,142.21881252958406,372
Internal Medicine,"Established patient office or other outpatient visit, 40-54 minutes",610479.0,128.56743186799088,6479
Physical Therapist in Private Practice,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",1994308.0,7.54292486543139,5052
Clinical Laboratory,Insertion of needle into vein for collection of blood sample,7793227.0,2.964013350760764,276
Family Practice,Test to measure expiratory airflow and volume changes before and after medication administration,6276.0,29.863770425530372,135
Medical Oncology,Ct scan of abdomen and pelvis with contrast,4480.0,179.76561050885715,105
Family Practice,"Psa (prostate specific antigen) measurement, total",26570.0,18.083337196145038,524
Internal Medicine,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, making use of high throughput technologies as described by cms-2020-01-r",8668.0,74.16861629506944,144
Family Practice,Transitional care management services for problem of high complexity,46434.0,203.02531208813429,1737
Internal Medicine,"Ultrasound of heart with color-depicted blood flow, rate, direction and valve function",143175.0,118.99008421018765,1107
Family Practice,"Follow-up nursing facility visit per day, typically 15 minutes",509185.0,52.598124789663345,1132
Clinical Laboratory,"Measurement c-reactive protein for detection of infection or inflammation, high sensitivity",175141.0,12.78032582310744,121
Rheumatology,"Creatine kinase (cardiac enzyme) level, total",17671.0,6.3702798684058335,120
Clinical Laboratory,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, cdc or non-cdc, making use of high throughput technologies, completed within",3174533.0,24.750380283710047,435
Diagnostic Radiology,"Diagnostic digital breast tomosynthesis, unilateral or bilateral (list separately in addition to 77065 or 77066)",308017.0,29.00734366555384,2738
Diagnostic Radiology,"X-ray of both hips, minimum of 5 views",13134.0,22.78089364240295,528
Family Practice,"Injection, methylprednisolone acetate, 40 mg",21664.5,4.604617564487126,334
Family Practice,"Established patient office or other outpatient visit, 20-29 minutes",3090958.0,59.666983160272615,18730
Family Practice,"Established patient home visit, typically 1 hour",32224.0,133.76379022005423,129
Hematology-Oncology,Ferritin (blood protein) level,157313.0,13.448529545085343,539
Clinical Laboratory,Liver function blood test panel,201424.0,8.069356836654347,184
Diagnostic Radiology,"X-ray of ribs on side of body, minimum of 3 views",30758.0,13.379632210744255,1399
Diagnostic Radiology,"X-ray of spine, 1 view",17216.0,7.082284584889822,382
Internal Medicine,Emergency department visit for problem of high severity,17661.0,98.82007717760989,323
Hematology-Oncology,"Infusion into a vein for hydration, 31-60 minutes",33490.0,28.145812599499077,543
Rheumatology,"New patient office or other outpatient visit, 60-74 minutes",26996.0,167.0759939555771,646
Diagnostic Radiology,3d radiographic procedure,60196.0,10.282059296238472,1150
Hematology-Oncology,Insertion of needle into vein for collection of blood sample,1107313.0,2.955086338249036,1191
Internal Medicine,Prostate cancer screening; prostate specific antigen test (psa),34791.0,19.023608874157816,640
Rheumatology,"Measurement of dna antibody, native or double stranded",15501.0,13.438522541352942,102
Internal Medicine,"X-ray of shoulder, minimum of 2 views",2431.0,22.39032190104762,105
Diagnostic Radiology,"X-ray of knee, 1-2 views",209573.0,9.008595064368423,3953
Rheumatology,Vitamin d-3 level,29641.0,29.026836390627114,177
Hematology-Oncology,"Chemotherapy administration, intravenous infusion technique; initiation of infusion in the office/clinic setting using office/clinic pump/supplies, with continuation of the infusion in the community setting (e.g., home, domiciliary, rest home or assisted l",15005.0,140.0826407020084,237
Diagnostic Radiology,Ct scan of lower spine with contrast,7498.0,50.075689855532254,304
Internal Medicine,"Removal of skin and tissue, 20.0 sq cm or less",37858.0,64.3770459656331,117
Family Practice,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",68673.0,32.467204039119856,267
Ambulance Service Provider,"Ambulance service, basic life support, emergency transport (bls-emergency)",820394.0,316.804054623478,1820
Family Practice,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report only,49997.0,6.056013570614479,667
Clinical Laboratory,Carcinoembryonic antigen (cea) protein level,134947.0,18.707020566553574,112
Diagnostic Radiology,"X-ray lower and sacral spine, minimum of 6 views",11000.0,28.31099914860253,448
Internal Medicine,"X-ray of chest, 2 views",49002.0,22.663608976074123,773
Clinical Laboratory,"Detection test by nucleic acid for staphylococcus aureus (bacteria), amplified probe technique",215800.0,34.41748465222727,132
Internal Medicine,"Dialysis services, 4 or more physician visits per month (20 years or older)",50765.0,296.9727476635827,248
Medical Oncology,Iron binding capacity,34410.0,8.617622719915055,186
Family Practice,"X-ray of foot, minimum of 3 views",5991.0,23.16475352147958,233
Internal Medicine,Stool analysis for blood to screen for colon tumors,17713.0,4.290128127411457,323
Diagnostic Radiology,Mri scan of both breasts,38333.0,171.0183012970495,1041
Family Practice,Ultrasound study of arm and leg arteries,15295.0,60.61272851338444,244
Family Practice,Iron level,27290.0,6.375701777767966,437
Family Practice,Coronavirus vaccine 13,6472.0,0.00999526254671053,152
Family Practice,Injection of drug or substance under skin or into muscle,373479.5,10.381084009919778,4150
Hematology-Oncology,"Folic acid level, serum",51795.0,14.509113791244836,339
Hematology-Oncology,"Psa (prostate specific antigen) measurement, total",27306.0,18.16706084212982,285
Medical Oncology,"Administration of additional new drug or substance into vein, 1 hour or less",31196.0,54.69309109123354,304
Family Practice,Assessment of emotional or behavioral problems,41008.0,3.2745554478275385,581
Hematology-Oncology,Gammaglobulin (immune system protein) measurement,118561.0,9.187545046736668,300
Internal Medicine,Hemoglobin a1c level,392490.0,9.533348863980958,2425
Clinical Laboratory,Parathormone (parathyroid hormone) level,499007.0,40.25592944973684,171
Medical Oncology,Irrigation of implanted venous access drug delivery device,8012.0,20.30257723191946,149
Family Practice,Urine microalbumin (protein) analysis,35078.0,6.12444669011459,466
Diagnostic Radiology,Biopsy and aspiration of bone marrow sample for diagnosis,7803.0,66.71504370044322,364
Medical Oncology,Administration of non-hormonal anti-neoplastic chemotherapy under skin or into muscle,20375.0,60.318492180646054,178
Physical Therapist in Private Practice,"Therapy procedure for walking training, each 15 minutes",1420375.2,18.746792799829993,3945
Hematology-Oncology,Magnesium level,106344.0,6.61964742592269,357
Clinical Laboratory,Hemoglobin a1c level,3653911.0,9.583415995629586,240
Hematology-Oncology,"Injection, ondansetron hydrochloride, per 1 mg",577614.0,0.06699809977819385,454
Diagnostic Radiology,"Fluorodeoxyglucose f-18 fdg, diagnostic, per study dose, up to 45 millicuries",60403.0,269.2193077502195,574
Diagnostic Radiology,"Use of a drug to induce depression of consciousness by physician performing a procedure (5 years or older), initial 15 minutes",81683.0,12.91454638415884,1122
Diagnostic Radiology,"X-ray of joint between lower spine and hip bone, 3 or more views",2815.0,21.042938953175355,140
Family Practice,Measurement c-reactive protein for detection of infection or inflammation,8783.0,5.110096452668457,149
Clinical Laboratory,"Cell examination of specimen, selective cellular enhancement technique",89741.0,42.14622488349515,102
Diagnostic Radiology,"X-ray of foot, 2 views",23118.0,8.193983274043388,816
Internal Medicine,Emergency department visit for life threatening or functioning severity,46328.0,150.47955431981768,329
Family Practice,Hemoglobin a1c level,354050.0,9.498442066345797,3539
Rheumatology,"Established patient office or other outpatient visit, 30-39 minutes",764403.0,91.76275575753303,1713
Diagnostic Radiology,Ct scan of abdomen with contrast,5982.0,82.48229398443407,299
Clinical Laboratory,Phosphate level,448582.0,4.670611743192036,226
Family Practice,Automated urinalysis test,171645.0,2.2124205088862325,3167
Internal Medicine,"Ultrasound of heart blood flow, valves and chambers",4495.0,24.613032299955552,127
Family Practice,Blood glucose (sugar) test performed by hand-held instrument,38501.0,3.2152133300916046,536
Diagnostic Radiology,"X-ray of toe, minimum of 2 views",4169.0,12.718055490213962,215
Family Practice,Ultrasound scan of head and neck soft tissue,5323.0,81.92371731893219,117
Family Practice,"Initial hospital observation care per day, typically 50 minutes",7654.0,100.79869519349268,272
Diagnostic Radiology,Ct scan of chest without contrast,760909.0,52.932742788612444,6436
Internal Medicine,Routine electrocardiogram (ecg) using at least 12 leads with tracing,15874.0,4.531842984722766,347
Family Practice,"Telephone medical discussion with physician, 11-20 minutes",115894.0,58.46119653433322,1977
Internal Medicine,"Telephone medical discussion with physician, 21-30 minutes",103469.0,86.46029189745104,1456
Internal Medicine,Ultrasound scan of head and neck soft tissue,13117.0,86.73204195264313,255
Clinical Laboratory,Blood creatinine level,230776.0,5.018476567002484,161
Diagnostic Radiology,Ct scan of blood vessels and grafts of heart with contrast,34208.0,121.63277483302967,541
Hematology-Oncology,Measurement of immunoglobulin light chains,26623.0,17.10817971601099,182
Diagnostic Radiology,"Dxa bone density measurement of forearm, finger, hand, or foot",16568.0,18.233168093049713,319
Ambulance Service Provider,"Advanced life support, level 2 (als 2)",25685.1,546.2946144162062,456
Diagnostic Radiology,Nuclear medicine study of lung ventilation and circulation,7888.0,44.356351250676376,307
Clinical Laboratory,Kidney function blood test panel,292108.0,8.541370604819877,161
Diagnostic Radiology,Ultrasound study of one arm or leg veins with compression and maneuvers,274471.0,30.661289742379665,5046
Medical Oncology,"New patient office or other outpatient visit, 60-74 minutes",34328.0,161.01634457927213,921
Internal Medicine,"Nursing facility discharge management, more than 30 minutes",35885.0,85.95516786799531,616
Hematology-Oncology,"Administration of chemotherapy into vein, 1 hour or less",327438.0,114.49060329051103,1176
Pharmacy,"Intramuscular administration of single severe acute respiratory syndrome coronavirus 2 (covid-19) vaccine, mrna-lnp, spike protein, preservative free, 100 mcg/0.5ml dosage; first dose",6909.0,40.00766867655651,115
Diagnostic Radiology,Ct scan of middle spine with contrast,4298.0,45.84280786461582,177
Internal Medicine,"Measurement c-reactive protein for detection of infection or inflammation, high sensitivity",23797.0,12.765585683580644,124
Family Practice,"Bacterial colony count, urine",17097.0,7.937941680812247,343
Diagnostic Radiology,"X-ray of ribs on side of body, 2 views",12419.0,15.46691797402163,540
Family Practice,Routine electrocardiogram (ecg) using at least 12 leads with tracing,12785.0,4.153983714933486,439
Family Practice,"Telephone medical discussion with physician, 21-30 minutes",47671.0,85.02130724853392,868
Hematology-Oncology,Injection of drug or substance into vein,25857.0,31.92195869066243,394
Hematology-Oncology,"New patient office or other outpatient visit, 30-44 minutes",10595.0,78.99457383705077,331
Family Practice,Adm sarscov2 50mcg/0.25mlbst,34634.2,40.25176751152012,695
Diagnostic Radiology,Ct scan of abdomen and pelvis without contrast,699124.0,79.92551054850797,6626
Hematology-Oncology,"Infusion into a vein for hydration, each additional hour",84997.0,10.662795330718412,603
Diagnostic Radiology,Screening mammography,1695964.0,70.4261389158836,3526
Internal Medicine,"Ultrasound of heart, follow-up",4622.0,28.631032374050356,132
Hematology-Oncology,Haptoglobin (serum protein) level,7560.0,12.438529246218545,151
Internal Medicine,Magnesium level,75537.0,6.60959976939308,448
Diagnostic Radiology,"Insertion of tube for infusion with imaging guidance and review by radiologist, patient 5 years or older",7393.0,80.83374002876324,245
Diagnostic Radiology,Nuclear medicine study of bone taken at different times,4418.0,90.33141091282675,199
Internal Medicine,"Established patient office or other outpatient visit, 20-29 minutes",3412097.0,62.32413855809007,16273
Diagnostic Radiology,"Injection, gadobutrol, 0.1 ml",8512702.1,0.2570978889556642,1227
Ambulance Service Provider,"Ambulance service, advanced life support, emergency transport, level 1 (als 1 - emergency)",1380460.3,378.5737292853269,1667
Hematology-Oncology,Drawing of blood for a medical problem,12998.0,78.58446485590352,311
Family Practice,Fee covid-19 vac 13 res,37136.0,39.41384669166424,822
Medical Oncology,Oncology care model (ocm) monthly enhanced oncology services (meos) payment for ocm enhanced services. g9678 payments may only be made to ocm practitioners for ocm beneficiaries for the furnishment of enhanced services as defined in the ocm participation a,33358.0,159.56794290743844,201
Internal Medicine,"Destruction of precancer skin growth, 1 growth",12198.0,46.888600659867855,227
Medical Oncology,"Injection, dexamethasone sodium phosphate, 1 mg",649708.0,0.09503306087463978,347
Diagnostic Radiology,"X-ray of hip, 2-3 views",398948.0,13.101930093473367,5583
Clinical Laboratory,Automated urinalysis test,388868.0,2.2146754447929577,142
Diagnostic Radiology,"X-ray of hand, 2 views",19775.0,11.813464527763005,487
Rheumatology,"Established patient office or other outpatient visit, 20-29 minutes",216400.0,65.2581754354855,1216
Diagnostic Radiology,Mri scan of leg without contrast,34986.0,104.37577549550869,1006
Internal Medicine,"Manual urinalysis test with examination using microscope, non-automated",28669.0,3.962880451054378,217
Diagnostic Radiology,Screening 3d breast mammography,1540119.0,37.98550068486561,3234
Physical Therapist in Private Practice,"Application of ultrasound, each 15 minutes",366471.0,8.707174351504177,1435
Diagnostic Radiology,"X-ray of wrist, minimum of 3 views",135221.0,10.834873097836581,3653
Diagnostic Radiology,Complete x-ray of body bones,2053.0,39.68971479875221,108
Family Practice,Coronavirus vaccine 14,5117.0,0.009994052334838714,155
Family Practice,"Initial hospital inpatient care per day, typically 30 minutes",8016.0,79.5683611589532,235
Internal Medicine,"Physician or allowed practitioner certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians and",131326.0,42.57004922273143,2957
Family Practice,"Initial nursing facility visit per day, typically 45 minutes",74445.0,131.78105606471433,820
Diagnostic Radiology,Ultrasound scan of organ tissue for measuring elasticity,4311.0,46.39563884582183,172
Diagnostic Radiology,Review by radiologist of image from tube placement into bile duct using an endoscope,2586.0,15.630213095797478,118
Clinical Laboratory,"Folic acid level, serum",821441.0,14.4781187787235,217
Clinical Laboratory,"Testosterone (hormone) level, total",401752.0,25.26030295493567,171
Diagnostic Radiology,Nuclear medicine studies of heart muscle at rest and with stress and spect,35075.0,85.78339012396617,656
Family Practice,"Influenza vaccine, quadrivalent derived from cell cultures",15447.0,29.60057493994862,370
Hematology-Oncology,"Telephone medical discussion with physician, 11-20 minutes",17023.0,59.69936407705404,362
Internal Medicine,Adm sarscov2 30mcg/0.3ml bst,10875.0,41.62201299890323,185
Internal Medicine,"Pneumococcal vaccine, 13-valent",7785.0,246.0595247264,400
Diagnostic Radiology,"X-ray of upper spine, 2-3 views",77146.0,14.817979977506104,2306
Internal Medicine,Physician or allowed practitioner supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician or allow,54777.0,84.8533482203439,376
Family Practice,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",328236.0,0.8025138772472663,1390
Family Practice,"Hospital discharge day management, more than 30 minutes",137951.0,84.20639504506391,1625
Physical Therapist in Private Practice,Application of blood vessel compression device,186265.0,7.2418739575509985,851
Family Practice,"Red blood cell sedimentation rate, to detect inflammation, non-automated",8102.0,4.197445131448437,128
Hematology-Oncology,"Injection, paclitaxel, 1 mg",1994830.0,0.09561156868902952,237
Medical Oncology,"New patient office or other outpatient visit, 45-59 minutes",16316.0,118.4327319405711,453
Internal Medicine,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",27885.0,172.80761759068213,1655
Internal Medicine,Administration of non-hormonal anti-neoplastic chemotherapy under skin or into muscle,13884.0,59.80578878622642,159
Family Practice,"Complex chronic care management services for two or more chronic conditions, each additional 60 minutes of clinical staff time directed by health care professional, per calendar month",37337.0,52.05685180291729,129
Hematology-Oncology,"Injection, carboplatin, 50 mg",123527.0,2.1444255268958905,365
Internal Medicine,"Established patient custodial care facility, group care, or assisted living visit, typically 15 minutes",18116.0,45.843994759557695,156
Rheumatology,Rheumatoid factor level,14975.0,5.55579205689489,137
Internal Medicine,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",14530.0,9.64052120117673,152
Diagnostic Radiology,Double contrast x-ray of upper digestive tract,5654.0,51.74621740489606,277
Hematology-Oncology,Injection of additional new drug or substance into vein,320036.0,13.243460872456359,999
Diagnostic Radiology,Ultrasonic guidance for blood vessel access,46772.0,12.663107618977401,969
Family Practice,"Dxa bone density measurement of hip, pelvis, spine",18162.0,35.30170402764675,413
Diagnostic Radiology,Ct scan of face without contrast,115750.0,41.87158246148071,3534
Family Practice,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",31163.0,165.2363351142782,1880
Clinical Laboratory,Ferritin (blood protein) level,848666.0,13.427084587793011,229
Medical Oncology,"Complete blood cell count (red cells, white blood cell, platelets), automated test",14571.0,6.375892533391911,136
Rheumatology,Aspiration and/or injection of fluid from large joint,78186.0,54.21090437930794,837
Family Practice,"Follow-up observation care per day, typically 25 minutes",6707.0,55.332907544644755,228
Family Practice,"Destruction of precancer skin growth, 2-14 growths",93990.0,4.956483920313938,330
Family Practice,Complete ultrasound scan of abdomen,8901.0,83.89418131228994,168
Family Practice,"Established patient home visit, typically 40 minutes",39906.0,95.42212323013445,238
Internal Medicine,"Testing for presence of drug, read by direct observation",9537.0,12.362223572612715,118
Hematology-Oncology,Ct scan of chest with contrast,16058.0,62.888496011854166,239
Internal Medicine,"Chronic care management services for two or more chronic conditions, additional 20 minutes of clinical staff time directed by health care professional, per calendar month",144834.0,38.24947148642571,593
Diagnostic Radiology,"Nuclear medicine study, 1 area with spect",6657.0,122.67125677947449,192
Diagnostic Radiology,Complete ultrasound study of arm and leg arteries,10869.0,38.689691035764206,218
Medical Oncology,"Injection, zoledronic acid, 1 mg",29256.0,5.41287716334525,179
Family Practice,"Advance care planning, first 30 minutes",223907.0,68.52060187841322,2207
Family Practice,Cyanocobalamin (vitamin b-12) level,79870.0,14.844561763636715,757
Medical Oncology,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",334335.0,7.6431218776595875,339
Internal Medicine,Emergent insertion of breathing tube into windpipe using an endoscope,2058.0,115.81631314941669,120
Rheumatology,Aspiration and/or injection of fluid from small joint,7775.0,39.008134430668264,211
Diagnostic Radiology,Insertion of tunneled central venous tube for infusion (5 years or older),11159.0,213.6397560980943,507
Internal Medicine,"Chronic care management services, first 20 minutes of clinical staff time directed by health care professional, per calendar month",774812.0,48.626219510304,1507
Diagnostic Radiology,Ct scan of cranial cavity without contrast,5566.0,93.83030813403748,258
Rheumatology,"Administration of chemotherapy into vein, 1 hour or less",118296.0,110.60695242221779,574
Internal Medicine,Glutamyltransferase (liver enzyme) level,37068.0,7.097730449386047,129
Internal Medicine,Automated urinalysis test,135802.0,2.215721759570126,1600
Diagnostic Radiology,Ultrasound scan of scrotum,11535.0,38.97587254862072,625
Internal Medicine,"Psa (prostate specific antigen) measurement, total",53268.0,18.117467837127318,754
Internal Medicine,"Initial nursing facility visit per day, typically 25 minutes",7284.0,71.91956192654938,142
Family Practice,Application of chemical to stop tissue regrowth in wound,51281.0,39.214231752539675,142
Diagnostic Radiology,Mri scan of upper spinal canal before and after contrast,20611.0,128.20265988140085,834
Hematology-Oncology,Nuclear medicine study from skull base to mid-thigh with ct scan,16840.0,1169.6675121629378,240
Internal Medicine,"Injection, methylprednisolone sodium succinate, up to 125 mg",6347.6,4.174464858033335,117
Internal Medicine,"Initial nursing facility visit per day, typically 45 minutes",183248.0,134.82828682405042,1796
Diagnostic Radiology,"X-ray of lower leg, 2 views",78349.0,7.375807611400715,2927
Family Practice,Iron binding capacity,21017.0,8.610743291198078,312
Medical Oncology,Carcinoembryonic antigen (cea) protein level,20362.0,18.69067573542484,153
Family Practice,Sarscov2 vac 50mcg/0.25ml im,6749.0,0.010003721295424843,153
Diagnostic Radiology,Complete ultrasound scan of abdomen,236519.0,48.76880594053549,4073
Physical Therapist in Private Practice,"Test or measurement for functional capacity, each 15 minutes",39690.0,23.294448655183466,496
Clinical Laboratory,Amylase (enzyme) level,122898.0,6.386338968598342,181
Family Practice,"Injection, ceftriaxone sodium, per 250 mg",114113.0,0.3521214090199721,716
Family Practice,Stool analysis for blood to screen for colon tumors,10228.0,4.290152843285658,251
Internal Medicine,"Thyroid hormone, t3 measurement, free",50186.0,16.697786968902257,266
Rheumatology,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",343463.2,0.8643738216998177,548
Internal Medicine,Administration of vaccine,12960.0,11.806051458569959,496
Diagnostic Radiology,Double contrast x-ray of esophagus,9165.0,46.73507038992701,409
Diagnostic Radiology,Mri scan of blood vessels of neck without contrast,18081.0,71.0356484542543,600
Family Practice,Bacterial culture for aerobic isolates,5782.0,7.972168698291139,158
Internal Medicine,"Follow-up nursing facility visit per day, typically 15 minutes",1144468.0,54.79821552543771,2016
Diagnostic Radiology,"X-ray of elbow, 2 views",13789.0,7.189070647599997,620
Medical Oncology,"Fluorodeoxyglucose f-18 fdg, diagnostic, per study dose, up to 45 millicuries",5619.0,148.86499405454546,121
Internal Medicine,Complete ultrasound scan of abdomen,18946.0,91.677475139775,320
Medical Oncology,"Injection, diphenhydramine hcl, up to 50 mg",36886.0,0.8858831001179488,312
Clinical Laboratory,"Manual urinalysis test with examination using microscope, automated",2061115.0,3.1310537684510913,229
Rheumatology,"New patient office or other outpatient visit, 30-44 minutes",7776.0,81.91276234736802,248
Physical Therapist in Private Practice,Application of mechanical traction,53203.0,8.867421649615482,394
Diagnostic Radiology,Imaging for evaluation of swallowing function,72242.0,22.892440402034683,2068
Hematology-Oncology,"Leuprolide acetate (for depot suspension), 7.5 mg",31939.0,135.84354369958032,255
Rheumatology,Measurement of antibody for rheumatoid arthritis assessment,16936.0,12.697462462557375,122
Clinical Laboratory,"Testing for presence of drug, by chemistry analyzers",328233.0,61.03163227790286,175
Clinical Laboratory,"Calcium level, total",130873.0,4.971763179158928,112
Family Practice,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,270425.0,10.37810911021333,6373
Diagnostic Radiology,"Injection, gadoteridol, (prohance multipack), per ml",109757.5,1.1305235419187498,112
